iter	MultiRMSE
1499	0.008125178247
1500	0.008123910636
1501	0.008122881981
1502	0.008121106448
1503	0.008120364483
1504	0.008118955024
1505	0.008117841163
1506	0.008116717592
1507	0.008114932977
1508	0.008113664644
1509	0.008112634455
1510	0.008111204644
1511	0.008109414191
1512	0.008107785417
1513	0.008105920607
1514	0.008104614913
1515	0.008103225464
1516	0.008101459992
1517	0.008100563477
1518	0.008098804164
1519	0.008097759907
1520	0.008097158846
1521	0.008095057301
1522	0.008092562223
1523	0.008091545184
1524	0.008089999647
1525	0.00808916508
1526	0.008087731152
1527	0.008085951563
1528	0.008084878758
1529	0.008082833982
1530	0.008081849675
1531	0.008080108097
1532	0.008078468807
1533	0.008076918247
1534	0.008075560708
1535	0.008074278321
1536	0.00807285814
1537	0.008071236326
1538	0.008070582933
1539	0.008069111886
1540	0.008066167087
1541	0.008065132335
1542	0.008064520303
1543	0.008063654161
1544	0.008062599808
1545	0.0080617404
1546	0.008060210606
